CODGEO;NBMENFISC19;NBPERSMENFISC19;MED19;PIMP19;TP6019;TP60AGE119;TP60AGE219;TP60AGE319;TP60AGE419;TP60AGE519;TP60AGE619;TP60TOL119;TP60TOL219;PACT19;PTSA19;PCHO19;PBEN19;PPEN19;PPAT19;PPSOC19;PPFAM19;PPMINI19;PPLOGT19;PIMPOT19;D119;D919;RD19
37273;2246;5491;22510;61;8;s;s;s;s;s;s;s;18;70,9;65,1;2,7;3,1;32,1;6,8;5,3;2,4;2;0,9;-15,1;13930;34120;2,4
37274;123;295;21000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37275;50;110;18470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37276;519;1235;22480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37277;236;501;19450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37278;418;1081;20760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37279;298;724;18830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37280;105;250;21040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37281;1388;3186;25170;64;7;s;s;s;s;s;s;s;s;71,1;60,3;2;8,8;27;18,9;3;1,2;1,2;0,6;-20;14620;48220;3,3
37282;707;1368;19880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38001;2663;6116;21120;55;12;s;s;14;s;s;s;8;21;70,1;62,3;2,5;5,3;31,2;8,3;5,4;2,5;1,9;1;-15;12480;34530;2,8
38002;427;1090;26190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38003;444;1179;23100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38004;476;1256;22360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38005;466;927;23810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38006;1850;4114;22690;61;10;s;s;s;s;s;s;s;21;77;68,5;3,9;4,6;26,6;7,6;4,9;2,1;1,8;1;-16,1;13410;36670;2,7
38008;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38009;386;975;22880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38010;267;700;25000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38011;425;1080;26780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38012;1122;2753;20710;53;11;s;s;s;s;s;s;s;s;74;67,9;3,8;2,3;27;5,9;6,1;3,2;1,9;1;-13;12890;32120;2,5
38013;1383;3609;24590;68;s;s;s;s;s;s;s;s;s;82,1;75,4;2,7;4;23,7;6,6;3,8;2,1;1,2;0,5;-16,2;15850;39220;2,5
38015;718;1851;23410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38017;590;1639;24810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38018;159;374;20190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38019;547;1409;23330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38020;83;166;22490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38022;3332;7877;21630;55;10;s;s;11;s;s;s;5;23;70,8;64,2;2,7;3,9;29,3;9,5;5,2;2,3;1,9;1;-14,8;13200;34810;2,6
38023;95;194;25120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38026;401;1019;24150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38027;750;1987;26470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38029;732;1752;22750;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38030;691;1846;23630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38031;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38032;229;548;21600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38033;243;643;25040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38034;2172;4817;19120;45;19;s;26;20;s;s;s;9;34;60,4;52,7;3,2;4,5;34,4;7,9;10,1;3,3;4,6;2,2;-12,8;10920;30680;2,8
38035;452;1138;23800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38036;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38037;417;1033;24430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38038;205;595;21720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38039;1247;3179;32240;80;s;s;s;s;s;s;s;s;s;76,5;69,5;2,1;4,9;29,5;14,7;1,7;0,9;0,5;0,3;-22,4;18330;53750;2,9
38040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38041;44;102;22480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38042;401;1064;23560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38043;599;1597;24480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38044;605;1546;22360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38045;965;2378;37510;85;s;s;s;s;s;s;s;s;s;70,7;60,4;1,3;9;33;24,2;1,2;0,6;0,4;0,2;-29,1;21200;75330;3,6
38046;373;1015;21920;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38047;60;156;20710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38048;427;1121;25600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38049;132;310;22510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38050;247;620;21320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38051;564;1386;22690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38052;1399;3039;22070;65;8;s;s;s;s;s;s;s;s;72,8;62,9;3,5;6,4;28,7;10,9;3,7;1,6;1,3;0,8;-16,1;14030;36260;2,6
38053;12948;27630;19960;54;20;21;24;26;19;13;10;6;29;71,7;64,9;3,4;3,4;27;8,4;8,2;2,8;3,3;2,1;-15,3;10650;34760;3,3
38054;589;1438;22830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38055;239;605;22510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38056;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38057;281;688;34900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38058;811;2224;21770;59;10;s;s;s;s;s;s;s;s;75,6;68,4;3,3;3,9;22,6;11,1;5,5;3,3;1,5;0,7;-14,8;13200;34630;2,6
38059;974;2409;31450;79;s;s;s;s;s;s;s;s;s;74,3;67;1,6;5,7;30,4;15,9;1,8;1;0,6;0,2;-22,4;17860;54000;3
38060;58;143;23020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38061;1365;3560;26430;73;s;s;s;s;s;s;s;s;s;85,4;77,6;2,2;5,6;20,8;9,3;3,4;1,8;1;0,6;-18,9;15610;44650;2,9
38062;289;784;25350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38063;171;436;24560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38064;1163;3014;23420;63;7;s;s;s;s;s;s;s;s;77,8;72;2,6;3,2;25;9;4,1;2,2;1,3;0,6;-15,9;14400;36590;2,5
38065;859;2131;22300;56;s;s;s;s;s;s;s;s;s;77,7;70,4;2,5;4,8;23,8;7,8;5,3;2,6;1,8;0,9;-14,6;13680;35110;2,6
38066;67;171;25070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38067;630;1740;27550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38068;476;1209;31000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38069;574;1470;21130;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38070;507;1250;25440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38071;1359;3178;23840;65;s;s;s;s;s;s;s;s;s;72,8;66,9;3;2,9;32,2;6,9;3,3;1,8;1;0,5;-15,2;15370;36850;2,4
38072;992;2413;22600;62;9;s;s;s;s;s;s;s;s;74,6;67,5;3,6;3,5;27,2;8,9;4,3;2,3;1,4;0,6;-15;13500;36070;2,7
38073;110;206;22020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38074;145;373;24980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38075;1198;2986;24030;66;7;s;s;s;s;s;s;s;s;78,4;71,2;2,4;4,8;25,8;9,4;3,9;2,1;1,2;0,6;-17,5;14590;40400;2,8
38076;748;1922;23660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38077;281;784;23410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38078;204;516;24240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38080;298;760;22720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38081;761;1998;24150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38082;823;2013;23110;58;s;s;s;s;s;s;s;s;s;76;68,3;3;4,7;25,4;9,2;4,6;2,4;1,4;0,8;-15,2;14240;37340;2,6
38083;186;448;22070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38084;598;1565;26540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38085;3436;9558;22160;56;11;s;11;11;s;s;s;5;31;80,5;74,2;3,5;2,8;21,9;4,8;6,5;3,6;1,9;1;-13,7;12730;33000;2,6
38086;175;441;22260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38087;2356;6107;21390;56;14;s;16;15;s;s;s;s;28;77,8;71,5;3,2;3,1;22,8;6,6;7,2;3,3;2,4;1,5;-14,4;12060;32950;2,7
38089;88;225;21870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38090;150;295;21470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38091;287;750;24420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38092;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38093;177;427;22730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38094;822;2054;22330;58;s;s;s;s;s;s;s;s;s;78,5;72,8;2,8;2,9;23,1;6,8;5,1;2,6;1,7;0,8;-13,5;14510;33740;2,3
38095;1064;2461;22630;56;s;s;s;s;s;s;s;s;s;66;56,1;2,8;7,1;34,9;11;4;1,9;1,3;0,8;-15,9;14140;36660;2,6
38097;1759;4762;21730;60;13;s;s;16;s;s;s;s;29;77,9;71,3;3,5;3,1;23,7;6,4;6,3;3,3;2;1;-14,3;12310;33830;2,7
38098;279;742;23940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38099;280;720;22750;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38100;955;2479;24590;64;s;s;s;s;s;s;s;s;s;84,3;77,7;3,1;3,5;21,6;5,2;4,1;2;1,4;0,7;-15,2;14730;36290;2,5
38101;387;1001;25820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38102;243;643;26320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38103;139;285;22740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38104;536;1327;22800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38105;941;2521;24500;68;s;s;s;s;s;s;s;s;s;75,4;67,8;2,8;4,8;28,4;8,3;3,9;2,3;1,1;0,5;-16;15270;37290;2,4
38106;129;312;27090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38107;655;1707;26340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38108;67;120;19310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38109;367;988;27960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38110;909;2371;27600;74;s;s;s;s;s;s;s;s;s;80;72,6;2,1;5,3;25;11,6;2,4;1,4;0,7;0,3;-19;17090;44170;2,6
38111;3336;8239;28460;75;5;s;s;s;s;s;s;s;13;76;69,1;1,9;5;28,5;13,9;2,6;1,2;0,9;0,5;-21;16660;49950;3
38112;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38113;255;534;20970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38114;557;1473;25580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38115;288;720;25160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38116;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38117;259;639;21560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38118;673;1740;25040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38120;255;646;26800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38124;912;2138;22200;61;s;s;s;s;s;s;s;s;s;73,2;64,7;3,1;5,4;28,7;10,7;3,9;1,9;1,3;0,7;-16,5;13900;39320;2,8
38126;1583;4049;36860;82;s;s;s;s;s;s;s;s;s;77,4;66,5;1,8;9,1;25,6;22,4;1,4;0,7;0,4;0,3;-26,8;18970;74740;3,9
38127;75;161;23060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38128;194;357;21830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38129;163;376;23640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38130;2293;4628;20160;51;17;s;s;20;s;s;s;s;28;64,8;54,9;3,6;6,3;33,3;9,7;7,2;2,3;3,1;1,8;-15;11370;33810;3
38131;808;2083;27360;73;s;s;s;s;s;s;s;s;s;77,9;70,3;2,5;5,1;27,5;11,1;2,5;1,4;0,7;0,4;-19;16720;43450;2,6
38132;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38133;2174;5497;28430;74;5;s;s;s;s;s;s;s;s;79,2;73,1;1,9;4,2;26,2;12;2,9;1,5;0,9;0,5;-20,3;16670;47930;2,9
38134;349;892;23690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38135;494;1261;22590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38136;216;561;25790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38137;167;423;24000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38138;1577;3330;22500;64;11;s;s;s;s;s;s;s;17;79;71,4;3,2;4,4;23,8;9,7;4,6;1,8;1,9;0,9;-17,1;12840;38970;3
38139;593;1485;22530;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38140;3360;8540;27280;72;6;s;s;s;s;s;s;s;13;80,4;74,2;2,4;3,8;26;9,6;3,4;1,6;1,1;0,7;-19,4;15470;46010;3
38141;280;787;25290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38144;1058;2744;24390;69;s;s;s;s;s;s;s;s;s;77,6;72;2,8;2,8;26,8;8,7;3,3;1,8;1;0,5;-16,4;15440;37580;2,4
38146;322;834;25730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38147;333;819;23540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38148;1249;3059;23510;64;s;s;s;s;s;s;s;s;s;75,3;67,9;2,5;4,9;29,7;8;3,3;2;0,8;0,5;-16,3;15460;37830;2,4
38149;652;1635;25740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38150;2875;6372;23050;61;9;s;s;s;s;s;s;s;17;76,3;71;2,3;3;27,7;7,5;4,8;1,9;1,9;1;-16,3;13660;37150;2,7
38151;14830;33993;19230;51;22;29;30;29;21;12;9;6;37;64,9;59,6;3,2;2,1;32,1;6,7;10;3,5;4,1;2,4;-13,7;10250;32630;3,2
38152;555;1379;23330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38153;185;464;25720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38154;118;215;21360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38155;770;1794;21810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38156;402;1013;24050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38157;1446;3642;24520;66;8;s;s;s;s;s;s;s;s;69,1;62,1;2,4;4,6;33,5;9,7;3,9;2,1;1,2;0,6;-16,2;14080;38540;2,7
38158;4450;10122;23990;67;11;s;15;14;s;s;s;s;24;75,6;70;2,4;3,2;27,3;9,3;5,3;2,1;2;1,2;-17,5;12990;41170;3,2
38159;207;539;21410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38160;894;2252;25590;68;s;s;s;s;s;s;s;s;s;75,5;67,2;2,4;5,9;27,3;10,3;3,4;1,8;1,1;0,5;-16,5;15690;38530;2,5
38161;433;1068;21910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38162;576;1441;23170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38163;217;438;22100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38166;174;454;26120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38167;220;584;23200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38169;10232;22007;19820;52;19;28;21;23;17;13;11;7;32;71,7;65,5;3,4;2,8;28,1;6,3;8,2;2,6;3,6;2;-14,3;10870;32540;3
38170;1353;3141;26990;73;s;s;s;s;s;s;s;s;s;77,6;69,7;1,8;6,1;27,7;11,2;3,1;1,5;1;0,6;-19,6;15710;44080;2,8
38171;132;329;23220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38172;660;1702;25720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38173;115;218;20320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38174;447;1123;22190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38175;1382;3301;24770;65;6;s;s;s;s;s;s;s;s;77,2;70,2;2,9;4,1;27,2;7,6;4;1,6;1,6;0,8;-16;14490;38800;2,7
38176;792;2158;26700;73;s;s;s;s;s;s;s;s;s;82,7;76,9;2,4;3,4;21,5;12,3;2,5;1,4;0,7;0,4;-19;17200;45790;2,7
38177;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38179;2974;6524;24980;67;9;s;s;s;s;s;s;s;19;81,6;74,7;2,2;4,7;22,5;10,5;4,4;1,7;1,7;1;-19;13510;41510;3,1
38180;429;1071;22670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38181;972;2379;24870;67;s;s;s;s;s;s;s;s;s;80,9;75,6;2,1;3,2;24,5;7;3,7;1,9;1,2;0,6;-16,1;14910;38700;2,6
38182;1231;3092;22270;58;8;s;s;s;s;s;s;s;s;75,9;69,2;2,9;3,8;26,3;8,5;4,8;2,3;1,6;0,9;-15,5;13800;36050;2,6
38183;191;513;22560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38184;580;1503;25350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38185;71421;139829;21170;59;20;29;21;22;19;14;11;5;31;76,8;69,3;3,3;4,2;24,5;9,1;7,4;2,1;3,3;2;-17,8;10220;39090;3,8
38186;181;381;24270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38187;764;1870;24750;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38188;561;1367;31250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38189;1987;4718;24840;67;7;s;s;s;s;s;s;s;16;76,4;70,3;2,8;3,3;27,5;9,6;3,4;1,6;1,2;0,6;-16,9;14630;39590;2,7
38190;482;1231;22390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38191;579;1122;23460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38192;75;187;25380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38193;5701;15552;19820;55;18;23;23;20;13;s;s;5;29;87,7;81,3;3,7;2,7;12,9;4,3;9,9;4,5;3,1;2,3;-14,8;11260;34710;3,1
38194;856;2145;22730;60;s;s;s;s;s;s;s;s;s;74;68,6;2,8;2,6;27,6;8,6;4,5;2,2;1,5;0,8;-14,7;14180;35170;2,5
38195;302;729;21440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38197;655;1665;25770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38198;465;1108;21710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38199;859;2215;27010;73;s;s;s;s;s;s;s;s;s;77,2;69,2;2,9;5,1;29,2;10,5;2,4;1,4;0,7;0,3;-19,3;16310;43590;2,7
38200;1581;3839;27300;72;6;s;s;s;s;s;s;s;s;75,7;68,7;2,6;4,4;29,4;11,6;2,7;1,3;0,9;0,5;-19,4;15610;44840;2,9
38203;183;417;22570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38204;94;168;20050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38205;1192;2870;25700;70;s;s;s;s;s;s;s;s;s;81,8;70,8;3,3;7,7;23,5;10,9;3;1,5;1;0,5;-19,2;14940;42590;2,9
38206;368;966;27150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38207;74;140;20010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38208;72;154;19960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38209;97;243;22380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38210;328;899;24620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38211;129;340;22320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38212;503;1227;20040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38213;235;635;23360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38214;844;2230;28280;77;s;s;s;s;s;s;s;s;s;85,1;77,5;2,5;5,1;22,1;11;2,5;1,4;0,8;0,3;-20,7;17770;47060;2,6
38215;951;2503;27930;74;s;s;s;s;s;s;s;s;s;86,8;79,8;2,1;4,9;20,5;8,8;2,8;1,6;0,7;0,5;-18,9;15840;44830;2,8
38216;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38217;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38218;428;1150;20420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38219;254;638;19850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38221;58;136;19860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38222;296;784;23700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38223;704;1847;27390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38224;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
38225;1273;2924;22900;61;9;s;s;s;s;s;s;s;s;67,5;57;3;7,5;33,3;11,8;3,9;2;1,3;0,6;-16,5;13570;37390;2,8
