CODGEO;NBMENFISC19;NBPERSMENFISC19;MED19;PIMP19;TP6019;TP60AGE119;TP60AGE219;TP60AGE319;TP60AGE419;TP60AGE519;TP60AGE619;TP60TOL119;TP60TOL219;PACT19;PTSA19;PCHO19;PBEN19;PPEN19;PPAT19;PPSOC19;PPFAM19;PPMINI19;PPLOGT19;PIMPOT19;D119;D919;RD19
37046;214;438;21340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37047;479;1276;25470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37048;149;311;20040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37049;545;1291;21880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37050;5079;10734;23290;61;11;26;14;13;11;s;s;s;22;69;62,9;2,5;3,6;32,9;10;5,5;1,7;2,4;1,4;-17,4;12860;40700;3,2
37051;395;834;20050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37052;463;1129;23730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37053;51;117;21430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37054;1385;3575;24100;67;s;s;s;s;s;s;s;s;s;76,7;72;2,1;2,6;29,7;5,6;3,6;1,9;1,2;0,5;-15,6;16050;37300;2,3
37055;326;820;18700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37056;238;571;22580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37057;293;689;21840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37058;620;1445;20580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37059;512;1351;25640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37060;540;1392;24190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37061;216;470;20250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37062;734;1617;19710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37063;2387;4616;19050;41;19;s;31;s;s;s;s;s;31;57,6;51,9;2,8;2,9;36,2;8,9;9,2;2,2;4,8;2,2;-11,9;10700;30180;2,8
37064;102;203;19500;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37065;257;567;19510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37066;236;522;22380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37067;769;1827;22350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37068;297;695;20530;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37069;110;247;21180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37070;160;363;22630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37071;55;123;22470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37072;4010;7872;21200;51;16;s;23;17;18;11;s;6;31;60,7;52,9;2,7;5,1;39,9;7,7;7,4;1,7;3,9;1,8;-15,7;11080;35670;3,2
37073;285;600;23370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37074;880;2031;19780;53;14;s;s;s;s;s;s;s;s;65,2;56,1;3,5;5,6;36;7,2;5,6;2,5;2,2;0,9;-14;11860;32680;2,8
37075;160;416;22580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37076;183;391;21720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37077;1564;3903;22010;56;8;s;s;s;s;s;s;s;23;81,5;75,9;3;2,6;22,3;4,6;5,7;2,7;2,1;0,9;-14,1;13760;32940;2,4
37078;183;414;20870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37079;751;1817;23720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37080;95;210;22710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37081;578;1411;21420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37082;199;416;20490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37083;750;1828;22320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37084;207;499;20030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37085;352;828;23600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37086;189;481;20250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37087;109;261;20540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37088;56;123;21160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37089;325;720;22700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37090;52;106;19970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37091;1056;2497;22710;59;s;s;s;s;s;s;s;s;s;68;61,3;2,6;4,1;36,3;8,2;3,7;1,9;1,2;0,6;-16,2;14710;36360;2,5
37092;258;663;22070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37093;248;548;20780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37094;248;561;21480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37095;137;349;21110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37096;242;613;21880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37097;251;644;22240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37098;303;755;21150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37099;374;1003;23650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37100;180;402;21630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37101;69;161;20810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37103;75;163;20540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37104;2397;6027;24000;63;6;s;s;s;s;s;s;s;s;78,7;71,4;2,3;5;27,3;7,2;3,9;2;1,3;0,6;-17,1;14880;38660;2,6
37105;136;281;18790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37106;127;312;22730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37107;126;235;20670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37108;306;714;22250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37109;4491;11062;27040;70;5;s;s;s;s;s;s;5;12;75,1;65,9;2,1;7,1;30,1;13,3;2,9;1,3;1;0,6;-21,4;16120;47670;3
37110;575;1407;22310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37111;741;1571;20860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37112;190;383;18810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37113;431;885;18940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37114;94;180;20360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37115;1779;3451;19570;41;20;s;s;s;s;s;s;10;40;50,6;43;2,7;4,9;45,5;8,6;7,9;1,9;4,2;1,8;-12,6;10280;30740;3
37116;245;541;21840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37117;360;871;20050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37118;660;1528;22660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37119;788;1539;19110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37121;107;241;19010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37122;16967;37140;20560;54;19;29;25;23;18;11;7;5;35;64,8;59,2;3;2,6;34,9;7;8,2;2,7;3,6;1,9;-14,9;10600;34270;3,2
37123;2054;4618;20870;49;12;s;s;s;s;s;s;s;25;71,1;65,1;2,9;3,1;30,1;5,9;6,4;2,3;2,8;1,3;-13,5;12650;33270;2,6
37124;1050;2556;25690;70;s;s;s;s;s;s;s;s;s;76;70,8;1,8;3,4;31,5;8,2;2,9;1,5;0,9;0,5;-18,6;16110;42060;2,6
37125;178;434;20080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37126;157;346;21310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37127;131;270;20430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37128;558;1352;21570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37129;479;1089;21820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37130;915;1916;18990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37131;557;1325;22190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37132;3166;5923;20140;46;17;s;s;s;s;s;s;7;29;53,2;44,9;2,8;5,5;41,9;12,3;7,2;1,5;3,9;1,8;-14,6;11340;36590;3,2
37133;213;452;18600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37134;276;706;22440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37136;212;525;23230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37137;68;137;19150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37138;352;868;23610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37139;2058;5072;24460;64;6;s;s;s;s;s;s;s;16;76,5;69,3;2,2;5;29,4;8,3;3,9;1,8;1,4;0,7;-18,1;15170;39870;2,6
37140;124;278;18670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37141;407;971;21770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37142;262;573;19840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37143;592;1396;20870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37144;211;489;21710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37145;100;245;21400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37146;100;217;19020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37147;247;580;20630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37148;280;603;19010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37149;186;484;21820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37150;561;1426;22260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37151;1286;3072;25700;71;s;s;s;s;s;s;s;s;s;72,5;65,7;2,2;4,6;33,1;9,9;3,3;1,4;1,2;0,7;-18,8;15770;43360;2,7
37152;870;2103;26760;69;s;s;s;s;s;s;s;s;s;70,1;62,7;2;5,4;33,8;11,1;3,2;1,5;1;0,7;-18,2;15220;43840;2,9
37153;1766;4583;23210;63;6;s;s;s;s;s;s;s;s;83,3;77,3;2;4;21,6;7,2;4;2,3;1,1;0,6;-16,1;15280;35160;2,3
37154;1910;4675;24180;64;6;s;s;s;s;s;s;s;s;79,1;72,6;2,4;4,1;27,5;7,5;3,9;1,8;1,4;0,7;-18;15180;39750;2,6
37155;269;625;22420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37156;4647;11045;23620;64;8;s;s;10;s;s;s;5;19;74,1;67,8;2,4;3,9;30,9;7;4,7;2;1,8;0,9;-16,7;14080;36920;2,6
37157;176;334;19730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37158;306;780;21930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37159;3187;8035;24220;64;6;s;s;s;s;s;s;5;17;77,9;72,4;2,2;3,3;28,7;5,2;4,1;2,1;1,3;0,7;-15,9;15250;36600;2,4
37160;137;350;24850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37161;355;768;22330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37162;189;479;21610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37163;1696;3631;21690;55;9;s;s;s;s;s;s;s;19;63,5;57,5;2,9;3,1;37,8;8,4;4,5;1,8;1,9;0,8;-14,2;13410;35230;2,6
37165;178;426;20940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37166;295;742;21620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37167;882;2070;21000;51;s;s;s;s;s;s;s;s;s;71,5;64,5;2,3;4,7;27,6;8,4;6,5;2,7;2,5;1,3;-14;13310;31300;2,4
37168;130;299;20800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37169;342;900;22520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37170;479;1110;21760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37171;508;1191;23470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37172;1822;4497;24520;67;5;s;s;s;s;s;s;s;s;74,9;69,1;2,5;3,3;31;7,1;3,5;1,8;1,1;0,6;-16,5;16160;38620;2,4
37173;354;728;20380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37174;381;782;19320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37175;506;1250;24370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37176;462;1202;21040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37177;320;693;18690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37178;274;606;20960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37179;1036;2576;24510;67;s;s;s;s;s;s;s;s;s;75,2;69,5;2,3;3,4;29,1;8,7;3,6;1,8;1,2;0,6;-16,6;15150;39170;2,6
37180;280;654;20790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37181;109;247;23680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37182;534;1458;22780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37183;655;1385;21200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37184;156;330;21480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37185;747;1694;22920;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37186;443;1234;22160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37187;159;353;18480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37188;373;892;20260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37189;480;902;18490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37190;85;162;21280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37191;94;217;20650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37192;527;1288;23120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37193;544;1252;22760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37194;669;1674;23030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37195;5088;9721;20320;55;20;26;20;26;20;13;s;s;31;72,7;65,6;3,3;3,8;27,8;6,2;8,5;2,2;4,1;2,2;-15,2;10210;34860;3,4
37196;853;1551;18290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37197;222;489;21050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37198;133;307;19250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37199;203;447;19880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37200;394;970;20550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37201;332;730;22380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37202;220;535;22260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37203;1367;3279;26270;68;8;s;s;s;s;s;s;s;s;76,9;66,9;2,3;7,7;25,7;16,7;3;1,3;1,1;0,6;-22,3;14350;51030;3,6
37204;509;1348;24390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37205;579;1433;22540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37206;692;1842;25250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37207;141;341;20450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37208;6622;15183;27030;70;7;s;10;8;7;s;s;5;20;71,6;64;1,9;5,7;35,2;11;3,2;1,3;1,2;0,7;-21;14850;47670;3,2
37210;257;642;23510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37211;1083;2611;22950;58;s;s;s;s;s;s;s;s;s;77,2;69,1;2,4;5,7;25,1;8,4;4,2;2,1;1,5;0,6;-14,9;14650;35010;2,4
37212;300;748;20790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37213;441;1001;19200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37214;8331;16780;25670;67;8;s;9;9;9;s;s;5;16;70,4;61,9;2,3;6,2;34,9;12,6;3,3;1;1,5;0,8;-21,2;14210;48650;3,4
37216;648;1455;21070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37217;648;1618;22840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37218;292;573;20460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37219;417;1054;23360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37220;187;375;19860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37221;295;608;20900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37222;323;732;21430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37223;134;305;19360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37224;361;906;22150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37225;1248;3162;23190;61;8;s;s;s;s;s;s;s;s;74,4;67,9;2;4,5;29;8;4,4;2,2;1,6;0,6;-15,8;14050;36480;2,6
37226;1888;4039;20590;46;13;s;s;s;s;s;s;s;26;62,8;55,4;2,6;4,8;37,2;6,9;6,5;2,1;3;1,4;-13,4;12460;31670;2,5
37228;505;1153;21310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37229;98;244;22390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37230;416;1015;23240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37231;744;1663;20760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37232;848;1945;20810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37233;7210;15846;18480;46;23;38;27;28;23;15;s;6;37;64,9;58,9;3,9;2,1;31,6;5,1;10,9;3,7;4,8;2,4;-12,5;9930;30180;3
37234;209;512;22260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37236;220;582;23980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37237;492;1317;25380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37238;226;537;19050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37240;268;691;21980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37241;588;1334;20600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37242;623;1461;21840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37243;1315;3370;26350;73;s;s;s;s;s;s;s;s;s;80,2;70,9;1,8;7,5;27,4;8,9;2,6;1,5;0,7;0,4;-19,1;16560;43770;2,6
37244;116;258;20020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37245;794;2101;24190;65;s;s;s;s;s;s;s;s;s;79,4;72,3;2,7;4,4;23,4;10,2;3,7;2,1;1,1;0,5;-16,7;16070;36560;2,3
37246;97;212;20300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37247;298;630;20680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37248;159;343;20090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37249;574;1431;21580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37250;1066;2733;23060;61;s;s;s;s;s;s;s;s;s;80,7;72,7;2,4;5,6;23,8;7,3;4;2,3;1,2;0,5;-15,8;14790;33300;2,3
37251;354;877;21620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37252;155;379;21440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37253;75;181;20050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37254;649;1690;23340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37255;126;260;20610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37256;128;282;20470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37257;680;1825;22800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37258;127;291;22280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37259;223;439;19440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37260;238;543;19300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37261;66315;125491;20210;54;21;32;25;23;20;14;8;5;32;71,5;63,4;3,4;4,7;28,6;8,6;8,5;2,1;4,1;2,3;-17,2;10040;38100;3,8
37262;134;300;21630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37263;938;2457;23290;63;s;s;s;s;s;s;s;s;s;78,2;72,4;2,1;3,7;26,1;6,9;4,1;2,2;1,3;0,6;-15,3;15430;36070;2,3
37264;508;1312;23790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37265;106;249;21600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37266;2722;6608;24840;67;5;s;s;s;s;s;s;s;s;71,5;64,9;2,1;4,5;29,7;13,7;3,2;1,5;1,1;0,6;-18,1;15480;40890;2,6
37267;1723;4510;24670;70;5;s;s;s;s;s;s;s;s;80,5;75;2,3;3,2;26,5;7;3,6;2;1,1;0,5;-17,6;16100;39140;2,4
37268;58;124;20170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37269;222;495;21190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37270;1142;2694;23620;62;s;s;s;s;s;s;s;s;s;76;64;2,7;9,3;27,1;11,8;3,3;1,5;1,2;0,6;-18,2;14320;41820;2,9
37271;457;1069;20590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
37272;476;1192;24300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
