COM;P20_POP;Delta_Cadres;Delta_Diplomes;MED19;MED13;Score_Gauche_Ecolo_2020;Score_Bloc_Gauche_2014
02468;2219,0;-0,4176655754937157;1,5132166468811494;17460,0;16161,0;0,0;100,0
02495;1043,0;-3,5540635661742392;4,148562660110208;20260,0;17944,2857142857;0,0;100,0
02497;1151,0;2,210207184598614;2,8161874723555016;22590,0;20846,6666666667;0,0;0,0
02502;1291,0;-1,232727772603292;2,0781076660142492;17360,0;15688,0;0,0;100,0
02504;1608,0;-2,35776773949549;1,9827740996494736;19650,0;17569,5238095238;0,0;100,0
02521;1374,0;-0,6306524512771947;2,188084786652322;23020,0;20995,7692307692;0,0;0,0
02540;1216,0;0,4126135961214459;3,461286522166631;22870,0;21567,7777777778;0,0;100,0
02543;2055,0;-0,5574996484580406;0,8516338297155048;19960,0;17811,75;0,0;39,691289966923925
02554;1100,0;1,017656500802567;5,155910079767942;23650,0;22136,6666666667;0,0;100,0
02555;2095,0;-1,8696378517198349;1,1288838413299054;20720,0;19174,5085470085;0,0;48,875
02558;2531,0;-0,6120774396856494;1,3578958770802814;18450,0;16549,3103448276;0,0;0,0
02566;1106,0;0,8217336057470872;3,0430859973205564;22330,0;20822,2222222222;0,0;0,0
02574;1409,0;0,4696239612823012;3,709182198977483;19160,0;17570,0;0,0;40,30261348005502
02575;1660,0;-0,7224466830043426;1,865045619892994;18260,0;17619,2;0,0;100,0
02593;1067,0;-1,7321636679240733;0,963501907118065;24030,0;22303,8095238095;0,0;0,0
02602;1668,0;0,7943515271041264;1,9060834226632348;19290,0;17525,5555555556;0,0;56,80473372781065
02648;1914,0;-1,5892002734108002;0,9152840147661294;18830,0;17199,3333333333;0,0;100,0
02666;975,0;-4,3843214860482185;3,5852630826294885;17730,0;14935,0;0,0;0,0
02668;1018,0;0,0225772762895526;3,2484199833932212;18330,0;16125,3333333333;0,0;52,991452991452995
02676;1711,0;-2,6851420847830454;2,6043070052748156;20280,0;18490,9523809524;0,0;0,0
02680;2304,0;-1,8367597696075;3,279624651060423;20210,0;18815,5833333333;0,0;100,0
02684;3279,0;-1,0367792928147683;0,972680998164499;17590,0;15933,0;0,0;58,087706685837524
02691;53099,99999999997;0,5648803922373702;3,9760153885443046;17630,0;16301,0;0,0;27,287200169815325
02703;1082,0;-2,0477879836862165;0,2604392934057991;19250,0;18682,1739130435;0,0;0,0
02719;2013,0;-3,575671640030212;0,5332477589354951;20670,0;19202,0;0,0;19,6360153256705
02720;2062,0;-0,8938169134577205;2,606930556928626;17980,0;16856,6666666667;0,0;46,774193548387096
02722;28888,0;0,7034358315438007;1,807485269877947;17600,0;16438,0;0,0;38,672455158231465
02738;13504,00000000001;0,5804401443261933;1,2738746962176464;17920,0;16372,7777777778;33,29636817299695;100,0
02758;2017,0;0,8318302294079678;3,8865391801062614;19640,0;17725,0;0,0;71,14989733059548
02780;1363,0;-0,6015688192928534;3,916378038629816;20390,0;18635,5;0,0;67,23549488054607
02785;1101,0;0,5825556660097799;1,134737322550972;21790,0;20280,7692307692;0,0;0,0
02789;2600,0;0,656900114530238;1,035077483897867;18130,0;16490,9523809524;100,0;100,0
02795;1604,0;2,480931313240641;0,4515168895234343;20670,0;18986,1904761905;0,0;0,0
02798;1214,0;-4,107675111773473;0,1220215708120999;21220,0;19229,5;0,0;0,0
02805;2549,0;3,381216261924206;4,191646601705008;19580,0;17871,5;0,0;0,0
02810;10391,99999999999;-0,7428991272942227;0,2369168575124085;19610,0;18126,9230769231;0,0;6,135865595325055
02818;1161,0;-3,266001839343419;-0,1671768667846684;22800,0;22008,0;0,0;0,0
02820;1688,0;-1,816134503060729;1,1009717030188142;22570,0;20836,6666666667;0,0;0,0
03001;2899,0;-0,2208400548649525;4,031602204470719;21810,0;20327,5;0,0;74,90909090909092
03013;4012,0;-0,4329294002249959;2,6903904580110876;22330,0;20583,0;0,0;67,84922394678492
03019;1628,0;0,79523443518387;1,574831429135232;20500,0;18754,0;0,0;80,33826638477801
03022;985,0;3,308905174328226;0,7437457741717353;18440,0;17552,380952381;0,0;100,0
03023;8844,0;-0,299008982512194;2,7498091370990565;22060,0;20842,0;0,0;37,86453433678269
03025;1347,0;-3,901061326582615;4,128979496685329;21130,0;19257,5;0,0;75,7217847769029
03036;2566,0;-0,0540996027229532;1,3547028161258936;20750,0;19152,8571428571;0,0;48,008849557522126
03040;1132,0;-2,4039567517828395;3,7725233683146833;24910,0;23442,8;0,0;100,0
03043;1191,0;-0,6424214118560938;0,6609288490314214;20280,0;18690,6666666667;0,0;62,557781201849
03044;1531,0;-2,7838055801058053;4,640348093067278;22950,0;21543,8833333333;0,0;0,0
03046;1010,0;1,2716455282401318;1,9986757328899485;18200,0;16909,1666666667;0,0;100,0
03048;1305,0;-1,210685499661825;1,5137674075988716;19360,0;18232,1739130435;0,0;44,50063211125158
03052;1090,0;0,2320638860279027;4,4904173653566275;21510,0;20289,3333333333;0,0;50,98039215686274
03053;1105,0;1,539224291899711;3,295899347002093;21350,0;19143,8095238095;0,0;0,0
03055;945,0;-2,683461117196056;-1,2766186351268836;21550,0;19956,25;0,0;0,0
03082;6100,00000000001;0,0533806546650035;0,7469205627038757;19610,0;18230,6666666667;0,0;41,926520531028096
03084;2031,0;0,0402271130985174;1,634141496407203;19820,0;18924,0;0,0;40,48821548821549
03093;1219,0;1,9361070772060125;1,8146464449000776;22810,0;21115,0;0,0;51,11876075731497
03094;3283,0;-1,969333877175961;2,0833361561576105;24080,0;22264,2857142857;0,0;65,02123142250531
